Chief among these motives was the overwhelming idea of the great whale himself.	jj-in-dt-nns-vbd-dt-jj-nn-in-dt-jj-nn-prp-.	ch-iy-f ah-m-ah-ng dh-iy-z m-ow-t-ih-v-z w-aa-z dh-ah ow-v-er-w-eh-l-m-ih-ng ay-d-iy-ah ah-v dh-ah g-r-ey-t w-ey-l hh-ih-m-s-eh-l-f .	1 0/1 1 1/0 1 0 0/0/1/0 0/1/0 1 0 1 1 0/1 .
It frequently happens that when several ships are cruising in company, a whale may be struck by one vessel, then escape, and be finally killed and captured by another vessel; and herein are indirectly comprised many minor contingencies, all partaking of this one grand feature.	prp-rb-vbz-in-wrb-jj-nns-vbp-vbg-in-nn-,-dt-nn-md-vb-vbd-in-cd-nn-,-rb-vb-,-cc-vb-rb-vbn-cc-vbn-in-dt-nn-;-cc-rb-vbp-rb-vbn-jj-jj-nns-,-dt-nn-in-dt-cd-jj-nn-.	ih-t f-r-iy-k-w-ah-n-t-l-iy hh-ae-p-ah-n-z dh-ae-t w-eh-n s-eh-v-r-ah-l sh-ih-p-s aa-r k-r-uw-z-ih-ng ih-n k-ah-m-p-ah-n-iy , ey w-ey-l m-ey b-iy s-t-r-ah-k b-ay w-ah-n v-eh-s-ah-l , dh-eh-n ih-s-k-ey-p , ae-n-d b-iy f-ay-n-ah-l-iy k-ih-l-d ae-n-d k-ae-p-ch-er-d b-ay ah-n-ah-dh-er v-eh-s-ah-l ; ae-n-d hh-ih-r-ih-n aa-r ih-n-d-er-eh-k-t-l-iy k-ah-m-p-r-ay-z-d m-eh-n-iy m-ay-n-er k-ah-n-t-ih-n-g-ah-n-s-iy-z , ao-l p-aa-r-t-ey-k-ih-ng ah-v dh-ih-s w-ah-n g-r-ae-n-d f-iy-ch-er .	1 1/0/0 1/0 1 1 1/0 1 1 1/0 0 1/0/0 , 1 1 1 1 1 1 1 1/0 , 1 0/1 , 1 1 1/0/0 1 1 1/0 1 0/1/0 1/0 ; 1 0/1 1 0/0/1/0 0/1 1/0 1/0 0/1/0/0 , 1 0/1/0 1 1 1 1 1/0 .
For example,--after a weary and perilous chase and capture of a whale, the body may get loose from the ship by reason of a violent storm; and drifting far away to leeward, be retaken by a second whaler, who, in a calm, snugly tows it alongside, without risk of life or line.	in-nn-,-cd-in-dt-jj-cc-jj-nn-cc-vb-in-dt-nn-,-dt-nn-md-vb-jj-in-dt-nn-in-nn-in-dt-jj-nn-;-cc-vbg-rb-rb-to-nn-,-vb-nn-in-dt-nn-nn-,-wp-,-in-dt-jj-,-rb-nns-prp-in-,-in-nn-in-nn-cc-nn-.	f-ao-r ih-g-z-ae-m-p-ah-l , -- ae-f-t-er ey w-ih-r-iy ae-n-d p-eh-r-ah-l-ah-s ch-ey-s ae-n-d k-ae-p-ch-er ah-v ey w-ey-l , dh-ah b-aa-d-iy m-ey g-eh-t l-uw-s f-r-ah-m dh-ah sh-ih-p b-ay r-iy-z-ah-n ah-v ey v-ay-ah-l-ah-n-t s-t-ao-r-m ; ae-n-d d-r-ih-f-t-ih-ng f-aa-r ah-w-ey t-uw l-iy-w-er-d , b-iy r-iy-t-ey-k-ah-n b-ay ey s-eh-k-ah-n-d w-ey-l-er , hh-uw , ih-n ey k-aa-m , s-n-ah-g-l-iy t-ow-z ih-t ah-l-ao-ng-s-ay-d , w-ih-th-aw-t r-ih-s-k ah-v l-ay-f ao-r l-ay-n .	1 0/1/0 , -- 1/0 1 1/0 1 1/0/0 1 1 1/0 1 1 1 , 0 1/0 1 1 1 1 0 1 1 1/0 1 1 1/0/0 1 ; 1 1/0 1 0/1 1 1/0 , 1 0/1/0 1 1 1/0 1/0 , 1 , 0 1 1 , 1/0 1 1 0/1/1 , 0/1 1 1 1 1 1 .
These are scientific commentaries; but the commentaries of the whalemen themselves sometimes consist in hard words and harder knocks--the Coke-upon-Littleton of the fist.	dt-nn-jj-nns-;-cc-dt-nns-in-dt-nn-prp-rb-vb-in-jj-nns-cc-jjr-nns-cd-dt-nnp-in-dt-nn-.	dh-iy-z aa-r s-ay-ah-n-t-ih-f-ih-k k-ah-m-eh-n-t-eh-r-iy-z ; b-ah-t dh-ah k-ah-m-eh-n-t-eh-r-iy-z ah-v dh-ah w-aa-l-m-ah-n dh-eh-m-s-eh-l-v-z s-ah-m-t-ay-m-z k-ah-n-s-ih-s-t ih-n hh-aa-r-d w-er-d-z ae-n-d hh-aa-r-d-er n-aa-k-s -- dh-ah k-ow-k-uw-p-aa-n-l-ih-t-l-t-ah-n ah-v dh-ah f-ih-s-t .	1 1 0/0/1/0 0/0/1/0 ; 1 0 0/0/1/0 1 0 1/0 0/1 0/1 0/1 0 1 1 1 1/0 1 -- 0 1/1/1/1/0 1 0 1 .
True, among the more upright and honourable whalemen allowances are always made for peculiar cases, where it would be an outrageous moral injustice for one party to claim possession of a whale previously chased or killed by another party.	jj-,-in-dt-jjr-rb-cc-nn-nn-nns-vbp-rb-vbn-in-jj-nns-,-wrb-prp-md-vb-dt-jj-jj-nn-in-cd-nn-to-nn-nn-in-dt-nn-rb-vbn-cc-vbn-in-dt-nn-.	t-r-uw , ah-m-ah-ng dh-ah m-ao-r ah-p-r-ay-t ae-n-d hh-aa-n-r-ah-b-ah-l w-aa-l-m-ah-n ae-l-aw-ah-n-s-ah-z aa-r ao-l-w-ey-z m-ey-d f-ao-r p-ah-k-y-uw-l-y-er k-ey-s-ah-z , w-eh-r ih-t w-uh-d b-iy ae-n aw-t-r-ey-jh-ah-s m-ao-r-ah-l ih-n-jh-ah-s-t-ih-s f-ao-r w-ah-n p-aa-r-t-iy t-uw k-l-ey-m p-ah-z-eh-sh-ah-n ah-v ey w-ey-l p-r-iy-v-iy-ah-s-l-iy ch-ey-s-t ao-r k-ih-l-d b-ay ah-n-ah-dh-er p-aa-r-t-iy .	1 , 0/1 0 1 0/1 1 1/0/0 1/0 1/1/0 1 1/0 1 1 0/1/0 1/0 , 1 1 1 1 1 0/1/0 1/0 0/1/0 1 1 1/0 1 1 0/1/0 1 1 1 1/0/0/0 1 1 1 1 0/1/0 1/0 .
Some fifty years ago there was a curious case of whale-trover litigated in England, wherein the plaintiffs set forth that after a hard chase of a whale in the Northern seas; and when indeed they (the plaintiffs) had succeeded in harpooning the fish; they were at last, through peril of their lives, obliged to forsake not only their lines, but their boat itself.	dt-nn-nns-rb-ex-vbd-dt-jj-nn-in-nn-vbn-in-nnp-,-wrb-dt-nns-vbn-rb-in-in-dt-jj-nn-in-dt-nn-in-dt-jj-nns-;-cc-wrb-rb-prp-(-dt-nns-)-vbd-vbn-in-nn-dt-nn-;-prp-vbd-in-jj-,-in-nn-in-prp$-nns-,-vbn-to-vb-rb-rb-prp$-nns-,-cc-prp$-nn-prp-.	s-ah-m f-ih-f-t-iy y-ih-r-z ah-g-ow dh-eh-r w-aa-z ey k-y-uh-r-iy-ah-s k-ey-s ah-v w-aa-l-eh-t-r-ah-v-er l-ih-t-ih-g-ey-t-ih-d ih-n ih-ng-g-l-ah-n-d , w-eh-r-ih-n dh-ah p-l-ey-n-t-ah-f-s s-eh-t f-ao-r-th dh-ae-t ae-f-t-er ey hh-aa-r-d ch-ey-s ah-v ey w-ey-l ih-n dh-ah n-ao-r-dh-er-n s-iy-z ; ae-n-d w-eh-n ih-n-d-iy-d dh-ey ( dh-ah p-l-ey-n-t-ah-f-s ) hh-ae-d s-ah-k-s-iy-d-ah-d ih-n hh-aa-r-p-uw-n-ih-ng dh-ah f-ih-sh ; dh-ey w-er ae-t l-ae-s-t , th-r-uw p-eh-r-ah-l ah-v dh-eh-r l-ih-v-z , ah-b-l-ay-jh-d t-uw f-ao-r-s-ey-k n-aa-t ow-n-l-iy dh-eh-r l-ay-n-z , b-ah-t dh-eh-r b-ow-t ih-t-s-eh-l-f .	1 1/0 1 0/1 1 1 1 1/0/0 1 1 1/1/0/0 1/0/0/0 0 1/0 , 0/1 0 1/0 1 1 1 1/0 1 1 1 1 1 1 0 0 1/0 1 ; 1 1 0/1 1 ( 0 1/0 ) 1 0/1/0 0 0/1/0 0 1 ; 1 0 1 1 , 1 1/0 1 1 1 , 0/1 1 0/1 1 1/0 1 1 , 1 1 1 0/1 .
Ultimately the defendants (the crew of another ship) came up with the whale, struck, killed, seized, and finally appropriated it before the very eyes of the plaintiffs.	rb-dt-nns-(-dt-nn-in-dt-nn-)-vbd-in-in-dt-nn-,-vbd-,-vbn-,-vbn-,-cc-rb-vbn-prp-in-dt-jj-nns-in-dt-nns-.	ah-l-t-ah-m-ah-t-l-iy dh-ah d-ah-f-eh-n-d-ah-n-t-s ( dh-ah k-r-uw ah-v ah-n-ah-dh-er sh-ih-p ) k-ey-m ah-p w-ih-dh dh-ah w-ey-l , s-t-r-ah-k , k-ih-l-d , s-iy-z-d , ae-n-d f-ay-n-ah-l-iy ah-p-r-ow-p-r-iy-ey-t-ih-d ih-t b-ih-f-ao-r dh-ah v-eh-r-iy ay-z ah-v dh-ah p-l-ey-n-t-ah-f-s .	1/0/0/0 0 0/1/0 ( 0 1 1 0/1/0 1 ) 1 1 1 0 1 , 1 , 1 , 1 , 1 1/0/0 0/1/0/0/0 1 0/1 0 1/0 1 1 0 1/0 .
And when those defendants were remonstrated with, their captain snapped his fingers in the plaintiffs' teeth, and assured them that by way of doxology to the deed he had done, he would now retain their line, harpoons, and boat, which had remained attached to the whale at the time of the seizure.	cc-wrb-dt-nns-vbd-nn-in-,-prp$-nn-vbd-prp$-nns-in-dt-nns-'-nns-,-cc-vbn-prp-in-in-nn-in-nn-to-dt-nn-prp-vbd-vbn-,-prp-md-rb-vb-prp$-nn-,-nns-,-cc-nn-,-wdt-vbd-vbd-vbn-to-dt-nn-in-dt-nn-in-dt-nn-.	ae-n-d w-eh-n dh-ow-z d-ah-f-eh-n-d-ah-n-t-s w-er r-ah-m-ah-n-s-t-r-ey-t-ah-d w-ih-dh , dh-eh-r k-ae-p-t-ah-n s-n-ae-p-t hh-ih-z f-ih-ng-g-er-z ih-n dh-ah p-l-ey-n-t-ah-f-s ' t-iy-th , ae-n-d ah-sh-uh-r-d dh-eh-m dh-ae-t b-ay w-ey ah-v d-aa-k-s-ah-l-ah-jh-iy t-uw dh-ah d-iy-d hh-iy hh-ae-d d-ah-n , hh-iy w-uh-d n-aw r-ih-t-ey-n dh-eh-r l-ay-n , hh-aa-r-p-uw-n-z , ae-n-d b-ow-t , w-ih-ch hh-ae-d r-ih-m-ey-n-d ah-t-ae-ch-t t-uw dh-ah w-ey-l ae-t dh-ah t-ay-m ah-v dh-ah s-iy-zh-er .	1 1 1 0/1/0 0 0/0/1/0 1 , 1 1/0 1 1 1/0 0 0 1/0 ' 1 , 1 0/1 1 1 1 1 1 1/0/0/0 1 0 1 1 1 1 , 1 1 1 0/1 1 1 , 0/1 , 1 1 , 1 1 0/1 0/1 1 0 1 1 0 1 1 0 1/0 .
Wherefore the plaintiffs now sued for the recovery of the value of their whale, line, harpoons, and boat.	nnp-dt-nns-rb-vbd-in-dt-nn-in-dt-nn-in-prp$-nn-,-nn-,-nns-,-cc-nn-.	w-eh-r-f-ao-r dh-ah p-l-ey-n-t-ah-f-s n-aw s-uw-d f-ao-r dh-ah r-ih-k-ah-v-r-iy ah-v dh-ah v-ae-l-y-uw ah-v dh-eh-r w-ey-l , l-ay-n , hh-aa-r-p-uw-n-z , ae-n-d b-ow-t .	0/1 0 1/0 1 1 1 0 0/1/0 1 0 1/0 1 1 1 , 1 , 0/1 , 1 1 .
Now in the present case Erskine contended that the examples of the whale and the lady were reciprocally illustrative of each other.	rb-in-dt-jj-nn-nnp-vbd-in-dt-nns-in-dt-nn-cc-dt-nn-vbd-rb-jj-in-dt-jj-.	n-aw ih-n dh-ah p-r-eh-z-ah-n-t k-ey-s er-s-k-ay-n k-ah-n-t-eh-n-d-ih-d dh-ae-t dh-ah ih-g-z-ae-m-p-ah-l-z ah-v dh-ah w-ey-l ae-n-d dh-ah l-ey-d-iy w-er r-ah-s-ih-p-r-ah-k-l-iy ih-l-ah-s-t-r-ah-t-ih-v ah-v iy-ch ah-dh-er .	1 0 0 1/0 1 1/1 0/1/0 1 0 0/1/0 1 0 1 1 0 1/0 0 0/1/0/0 0/1/0/0 1 1 1/0 .
Latin from the books of the Laws of England, which taken along with the context, means, that of all whales captured by anybody on the coast of that land, the King, as Honourary Grand Harpooneer, must have the head, and the Queen be respectfully presented with the tail.	nnp-in-dt-nns-in-dt-nnps-in-nnp-,-wdt-vbn-in-in-dt-nn-,-nn-,-in-in-dt-nns-vbn-in-nn-in-dt-nn-in-in-nn-,-dt-nnp-,-in-nnp-jj-nnp-,-md-vbp-dt-nn-,-cc-dt-nnp-vb-rb-vbn-in-dt-nn-.	l-aa-t-ah-n f-r-ah-m dh-ah b-uh-k-s ah-v dh-ah l-ao-z ah-v ih-ng-g-l-ah-n-d , w-ih-ch t-ey-k-ah-n ah-l-ao-ng w-ih-dh dh-ah k-aa-n-t-eh-k-s-t , m-iy-n-z , dh-ae-t ah-v ao-l w-ah-l-z k-ae-p-ch-er-d b-ay eh-n-iy-b-ah-d-iy aa-n dh-ah k-ow-s-t ah-v dh-ae-t l-ae-n-d , dh-ah k-ih-ng , ae-z hh-aa-n-r-eh-r-iy g-r-ae-n-d hh-aa-r-p-uw-n-ih-r , m-ah-s-t hh-ae-v dh-ah hh-eh-d , ae-n-d dh-ah k-w-iy-n b-iy r-ih-s-p-eh-k-t-f-ah-l-iy p-r-iy-z-eh-n-t-ah-d w-ih-dh dh-ah t-ey-l .	0/0 1 0 1 1 0 1 1 1/0 , 1 1/0 0/1 1 0 1/0 , 1 , 1 1 1 0 1/0 1 1/0/0/0 1 0 1 1 1 1 , 0 1 , 1 1/1/0 1 0/1/1 , 1 1 0 1 , 1 0 1 1 0/1/0/0 0/1/0 1 0 1 .
A division which, in the whale, is much like halving an apple; there is no intermediate remainder.	dt-nn-wdt-,-in-dt-nn-,-vbz-jj-in-vbg-dt-nn-;-ex-vbz-dt-jj-nn-.	ey d-ih-v-ih-zh-ah-n w-ih-ch , ih-n dh-ah w-ey-l , ih-s m-ah-ch l-ay-k hh-ae-v-ih-ng ae-n ae-p-ah-l ; dh-eh-r ih-s n-ow ih-n-t-er-m-iy-d-iy-ih-t r-ih-m-ey-n-d-er .	1 0/1/0 1 , 0 0 1 , 1 1 1 1/0 1 1/0 ; 1 1 1 0/0/1/0/0 0/1/0 .
It seems that some honest mariners of Dover, or Sandwich, or some one of the Cinque Ports, had after a hard chase succeeded in killing and beaching a fine whale which they had originally descried afar off from the shore.	prp-vbz-in-dt-jj-nns-in-nnp-,-cc-nnp-,-cc-dt-cd-in-dt-nnp-nnps-,-vbd-in-dt-jj-nn-vbn-in-vbg-cc-vbg-dt-jj-nn-wdt-prp-vbd-rb-nn-rb-in-in-dt-nn-.	ih-t s-iy-m-z dh-ae-t s-ah-m aa-n-ah-s-t m-r-ah-n-er-z ah-v d-ah-v-er , ao-r s-ae-n-d-w-ih-ch , ao-r s-ah-m w-ah-n ah-v dh-ah s-ih-ng-k p-ao-r-t-s , hh-ae-d ae-f-t-er ey hh-aa-r-d ch-ey-s s-ah-k-s-iy-d-ah-d ih-n k-ih-l-ih-ng ae-n-d b-iy-ch-ih-ng ey f-ay-n w-ey-l w-ih-ch dh-ey hh-ae-d er-ih-jh-ah-n-ah-l-iy d-ah-s-k-r-ay-d ah-f-aa-r ao-f f-r-ah-m dh-ah sh-ao-r .	1 1 1 1 1/0 0/0 1 1/0 , 1 1/0 , 1 1 1 1 0 1 1 , 1 1/0 1 1 1 0/1/0 0 1/0 1 1/0 1 1 1 1 1 1 0/1/0/0/0 0/1 0/1 1 1 0 1 .
Upon this the poor mariners in their respectful consternation--so truly English--knowing not what to say, fall to vigorously scratching their heads all round; meanwhile ruefully glancing from the whale to the stranger.	in-dt-dt-jj-nns-in-prp$-jj-nn-cd-rb-rb-nnp-cd-vbg-rb-wp-to-vbp-,-nn-to-rb-vbg-prp$-nns-dt-nn-;-rb-rb-vbg-in-dt-nn-to-dt-nn-.	ah-p-aa-n dh-ih-s dh-ah p-uh-r m-r-ah-n-er-z ih-n dh-eh-r r-ih-s-p-eh-k-t-f-ah-l k-aa-n-s-t-er-n-ey-sh-ah-n -- s-ow t-r-uw-l-iy ih-ng-g-l-ih-sh -- n-ow-ih-ng n-aa-t w-ah-t t-uw s-ey , f-ao-l t-uw v-ih-g-er-ah-s-l-iy s-k-r-ae-ch-ih-ng dh-eh-r hh-eh-d-z ao-l r-aw-n-d ; m-iy-n-w-ay-l r-uw-f-ah-l-iy g-l-ae-n-s-ih-ng f-r-ah-m dh-ah w-ey-l t-uw dh-ah s-t-r-ey-n-jh-er .	0/1 1 0 1 0/0 0 1 0/1/0 0/0/1/0 -- 1 1/0 1/0 -- 1/0 1 1 1 1 , 1 1 1/0/0/0 1/0 1 1 1 1 ; 1/0 1/0/0 1/0 1 0 1 1 0 1/0 .
"I thought to relieve my old bed-ridden mother by part of my share of this whale."	"-prp-vbd-to-vb-prp$-jj-nn-nn-in-nn-in-prp$-nn-in-dt-nn-.-"	" iy th-ao-t t-uw r-ih-l-iy-v m-ay ow-l-d b-eh-d-r-ih-d-d-ah-n m-ah-dh-er b-ay p-aa-r-t ah-v m-ay sh-eh-r ah-v dh-ih-s w-ey-l . "	" 0 1 1 0/1 1 1 1/1/0 1/0 1 1 1 1 1 1 1 1 . "
In a word, the whale was seized and sold, and his Grace the Duke of Wellington received the money.	in-dt-nn-,-dt-nn-vbd-vbn-cc-vbn-,-cc-prp$-nnp-dt-nnp-in-nnp-vbd-dt-nn-.	ih-n ey w-er-d , dh-ah w-ey-l w-aa-z s-iy-z-d ae-n-d s-ow-l-d , ae-n-d hh-ih-z g-r-ey-s dh-ah d-uw-k ah-v w-eh-l-ih-ng-t-ah-n r-ah-s-iy-v-d dh-ah m-ah-n-iy .	0 1 1 , 0 1 1 1 1 1 , 1 1 1 0 1 1 1/0/0 0/1 0 1/0 .
It will readily be seen that in this case the alleged right of the Duke to the whale was a delegated one from the Sovereign.	prp-md-rb-vb-vbn-in-in-dt-nn-dt-nn-nn-in-dt-nnp-to-dt-nn-vbd-dt-nn-cd-in-dt-jj-.	ih-t w-ih-l r-eh-d-ah-l-iy b-iy s-iy-n dh-ae-t ih-n dh-ih-s k-ey-s dh-ah ah-l-eh-jh-d r-ay-t ah-v dh-ah d-uw-k t-uw dh-ah w-ey-l w-aa-z ey d-eh-l-ah-g-ey-t-ah-d w-ah-n f-r-ah-m dh-ah s-aa-v-r-ah-n .	1 1 1/0/0 1 1 1 0 1 1 0 0/1 1 1 0 1 1 0 1 1 1 1/0/0/0 1 1 0 1/0 .
Says Plowdon, the whale so caught belongs to the King and Queen, "because of its superior excellence."	nns-nnp-,-dt-nn-rb-vbn-vbz-to-dt-nnp-cc-nnp-,-"-in-in-prp$-jj-nn-.-"	s-ey-z p-l-aw-d-ah-n , dh-ah w-ey-l s-ow k-aa-t b-ih-l-ao-ng-z t-uw dh-ah k-ih-ng ae-n-d k-w-iy-n , " b-ih-k-ao-z ah-v ih-t-s s-uw-p-ih-r-iy-er eh-k-s-ah-l-ah-n-s . "	1 1/0 , 0 1 1 1 0/1 1 0 1 1 1 , " 0/1 1 1 0/1/0/0 1/0/0 . "
In his treatise on "Queen-Gold," or Queen-pinmoney, an old King's Bench author, one William Prynne, thus discourseth: "Ye tail is ye Queen's, that ye Queen's wardrobe may be supplied with ye whalebone."	in-prp$-nn-in-"-nnp-,-"-cc-nnp-,-dt-jj-nnps-nnp-nn-,-cd-nnp-nnp-,-rb-nn-:-"-nnp-nn-vbz-nn-nnps-,-in-nn-nnps-nn-md-vb-vbn-in-nn-nn-.-"	ih-n hh-ih-z t-r-iy-t-ah-s aa-n " k-w-iy-n-g-ow-l-d , " ao-r k-w-iy-n-p-ih-n-m-ah-n-iy , ae-n ow-l-d k-ih-ng-z b-eh-n-ch ao-th-er , w-ah-n w-ih-l-y-ah-m p-r-ih-n , dh-ah-s d-ih-s-k-ao-r-s-eh-th : " y t-ey-l ih-s y k-w-iy-n-z , dh-ae-t y k-w-iy-n-z w-ao-r-d-r-ow-b m-ey b-iy s-ah-p-l-ay-d w-ih-dh y w-aa-l-b-ow-n . "	0 1 1/0 1 " 1/1 , " 1 1/1/0/0 , 1 1 1 1 1/0 , 1 1/0 1 , 1 1/1/0 : " 0 1 1 0 1 , 1 0 1 1/0 1 1 0/1 1 0 1/1 . "
Now this was written at a time when the black limber bone of the Greenland or Right whale was largely used in ladies' bodices.	rb-dt-nns-vbn-in-dt-nn-wrb-dt-jj-jj-nn-in-dt-nnp-cc-nnp-nn-vbd-rb-vbn-in-nns-'-nns-.	n-aw dh-ih-s w-aa-z r-ih-t-ah-n ae-t ey t-ay-m w-eh-n dh-ah b-l-ae-k l-ih-m-b-er b-ow-n ah-v dh-ah g-r-iy-n-l-ah-n-d ao-r r-ay-t w-ey-l w-aa-z l-aa-r-jh-l-iy y-uw-z-d ih-n l-ae-d-iy-z ' b-aa-d-ay-s-ah-z .	1 1 1 1/0 1 1 1 1 0 1 1/0 1 1 0 1/0 1 1 1 1 1/0 1 0 1/0 ' 1/1/0 .
There are two royal fish so styled by the English law writers--the whale and the sturgeon; both royal property under certain limitations, and nominally supplying the tenth branch of the crown's ordinary revenue.	ex-vbp-cd-jj-nn-rb-vbn-in-dt-nnp-nn-nns-cd-dt-nn-cc-dt-nn-;-nn-jj-nn-in-jj-nns-,-cc-rb-vbg-dt-jj-nn-in-dt-nns-jj-nn-.	dh-eh-r aa-r t-uw r-oy-ah-l f-ih-sh s-ow s-t-ay-l-d b-ay dh-ah ih-ng-g-l-ih-sh l-ao r-ay-t-er-z -- dh-ah w-ey-l ae-n-d dh-ah s-t-er-jh-ah-n ; b-aa-th r-oy-ah-l p-r-aa-p-er-t-iy ah-n-d-er s-er-t-ah-n l-ih-m-ah-t-ey-sh-ah-n-z , ae-n-d n-aa-m-ah-n-ah-l-iy s-ah-p-l-ay-ih-ng dh-ah t-eh-n-th b-r-ae-n-ch ah-v dh-ah k-r-aw-n-z ao-r-d-ah-n-eh-r-iy r-eh-v-ah-n-uw .	1 1 1 1/0 1 1 1 1 0 1/0 1 1/0 -- 0 1 1 0 1/0 ; 1 1/0 1/0/0 1/0 1/0 1/0/1/0 , 1 1/0/0/0 0/1/0 0 1 1 1 0 1 1/0/0/0 1/0/0 .
I know not that any other author has hinted of the matter; but by inference it seems to me that the sturgeon must be divided in the same way as the whale, the King receiving the highly dense and elastic head peculiar to that fish, which, symbolically regarded, may possibly be humorously grounded upon some presumed congeniality.	prp-vbp-rb-in-dt-jj-nn-vbz-vbd-in-dt-nn-;-cc-in-nn-prp-vbz-to-prp-in-dt-nn-md-vb-vbn-in-dt-jj-nn-in-dt-nn-,-dt-nnp-vbg-dt-rb-jj-cc-jj-nn-jj-to-in-nn-,-wdt-,-rb-vbn-,-md-rb-vb-rb-vbn-in-dt-nn-nn-.	iy n-ow n-aa-t dh-ae-t eh-n-iy ah-dh-er ao-th-er hh-ae-z hh-ih-n-t-ah-d ah-v dh-ah m-ae-t-er ; b-ah-t b-ay ih-n-f-er-ah-n-s ih-t s-iy-m-z t-uw m-iy dh-ae-t dh-ah s-t-er-jh-ah-n m-ah-s-t b-iy d-ih-v-ay-d-ah-d ih-n dh-ah s-ey-m w-ey ae-z dh-ah w-ey-l , dh-ah k-ih-ng r-ah-s-iy-v-ih-ng dh-ah hh-ay-l-iy d-eh-n-s ae-n-d ih-l-ae-s-t-ih-k hh-eh-d p-ah-k-y-uw-l-y-er t-uw dh-ae-t f-ih-sh , w-ih-ch , s-ih-m-b-aa-l-ih-k-ah-l-iy r-ah-g-aa-r-d-ah-d , m-ey p-aa-s-ah-b-l-iy b-iy hh-y-uw-m-er-ah-s-l-iy g-r-aw-n-d-ih-d ah-p-aa-n s-ah-m p-r-ah-z-uw-m-d k-ah-n-jh-iy-n-iy-ae-l-ah-t-iy .	0 1 1 1 1/0 1/0 1/0 1 1/0 1 0 1/0 ; 1 1 1/0/0 1 1 1 1 1 0 1/0 1 1 0/1/0 0 0 1 1 1 0 1 , 0 1 0/1/0 0 1/0 1 1 0/1/0 1 0/1/0 1 1 1 , 1 , 0/1/0/0/0 0/1/0 , 1 1/0/0 1 1/0/0 1/0 0/1 1 0/1 0/0/0/1/0/0 .
"I will bet something now," said Stubb, "that somewhere hereabouts are some of those drugged whales we tickled the other day.	"-prp-md-vb-nn-rb-,-"-vbd-nnp-,-"-in-rb-rb-vbp-dt-in-dt-nn-nns-prp-vbd-dt-jj-nn-.	" iy w-ih-l b-eh-t s-ah-m-th-ih-ng n-aw , " s-eh-d s-t-ah-b , " dh-ae-t s-ah-m-w-eh-r hh-ih-r-ah-b-aw-t-s aa-r s-ah-m ah-v dh-ow-z d-r-ah-g-d w-ah-l-z w-iy t-ih-k-ah-l-d dh-ah ah-dh-er d-ey .	" 0 1 1 1/0 1 , " 1 1 , " 1 1/0 1/0/0 1 1 1 1 1 0 1 1/0 0 1/0 1 .
Presently, the vapours in advance slid aside; and there in the distance lay a ship, whose furled sails betokened that some sort of whale must be alongside.	rb-,-dt-nns-in-nn-vbd-rb-;-cc-ex-in-dt-nn-vbd-dt-nn-,-wp$-nn-vbz-nn-in-dt-nn-in-nn-md-vb-in-.	p-r-eh-z-ah-n-t-l-iy , dh-ah v-ah-p-ao-r-z ih-n ah-d-v-ae-n-s s-l-ih-d ah-s-ay-d ; ae-n-d dh-eh-r ih-n dh-ah d-ih-s-t-ah-n-s l-ey ey sh-ih-p , hh-uw-z f-er-l-d s-ey-l-z b-ah-t-ow-k-ah-n-d dh-ae-t s-ah-m s-ao-r-t ah-v w-ey-l m-ah-s-t b-iy ah-l-ao-ng-s-ay-d .	1/0/0 , 0 0/1 0 0/1 1 0/1 ; 1 1 0 0 1/0 1 1 1 , 1 1 1 0/1/0 1 1 1 1 1 1 1 0/1/1 .
